Brand,Media L1,Media L2,Message,Objective,Cost Type,Confirm VAT,Confirm CTC,wc Mon,Impressions,Clicks,Spend,Comment
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-03-14,969649,7078,6458.05086555849,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-03-21,355682,2200,2711.37680055228,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-03-28,267457,2299,1587.34650808534,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-04-04,320868,3665,2025.32968001893,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-04-11,334003,3038,2149.78274879495,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-04-18,341437,2287,1986.33071693501,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-04-25,315600,1525,1749.75422564445,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-05-02,60208,315,213.354534579485,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-06-20,187885,931,95.6542016651107,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-06-27,983239,6180,3837.75603229737,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-06-27,799377,3706,2402.87737273637,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-07-04,2597750,18318,10139.4785325852,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-07-04,1107553,5545,3459.3416528578,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-07-11,1383241,8336,5399.03471269045,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-07-11,1030542,5755,3391.92161993068,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-07-18,1246929,7004,4866.98482423554,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-07-18,896565,5088,3315.03538317986,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-07-25,1310769,6767,5116.16365573212,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-07-25,874822,5247,3391.77564051229,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-08-01,1084885,6109,4234.49838045372,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-08-01,925203,5213,2807.4424870432,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-08-08,1747298,15876,6820.01368916523,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-08-08,385215,1897,2379.46451986278,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-08-15,1687168,9327,6585.31564502536,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-08-15,559958,2139,4316.40927663565,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-08-22,757961,3729,2958.45608239314,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-08-22,683744,3070,5151.72596707243,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2016-12-26,2543213,6505,5243.19,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-01-02,888380,8567,2486.77,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-01-09,1126075,9470,3424.16,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-01-16,1153208,8733,3193.73,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-01-23,959132,8059,3749.64,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-01-30,748782,5994,3535.04,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-02-06,555532,4978,2973.62,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-02-13,944772,6234,4184.52,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-02-20,1737682,13401,6976.89,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-02-27,387072,2223,1730.68,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-03-13,1334460,9357,5655.88,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-03-20,1732095,14858,6914.14,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-03-27,1176610,10339,5466.08,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-04-03,2065266,13243,9584.07,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-04-10,4525980,20974,21513.29,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-04-17,1912882,5866,8504.73,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-04-24,2438066,3635,4695.27,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-05-01,1873774,2912,3674.06,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-05-08,1270536,9564,5872.31,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-05-15,258629,1820,1134.36,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-05-22,1666165,9107,7879.44,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-05-29,26390,122,120.56,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-06-05,635186,2078,2870.8,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-06-12,1154147,7702,6984.4,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-06-19,590705,2957,2849.86,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-07-03,1068090,8817,5175.06,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-07-10,631352,5618,2795.8,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-07-17,778767,6714,3749.53,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-07-24,300607,2133,1409.56,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2017-07-31,721028,6861,2813.18,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2018-07-09,102335,1365,330.55,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2018-07-16,446224,4847,2187.65,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2018-07-23,245666,2126,1104.69,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2018-07-30,317441,4165,1308.98,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2018-08-06,1170140,5047,5731.63,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2018-08-13,2783820,10937,14096.31,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2018-08-20,347374,3025,2191.41,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2018-08-27,741981,7519,5488.19,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2018-09-03,792424,7635,5215.74,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2018-09-10,396570,4140,3845.13,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2018-09-17,330074,2259,2521.81,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2018-09-24,97839,1000,583.78,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2018-10-01,396475,7367,1772.13,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2018-10-08,487442,9047,1866.02,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2018-10-15,462086,10218,2643.38,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2018-10-22,348250,5837,1443.19,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2018-12-03,586340,274,3831.48,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2018-12-10,3542366,2734,20985.64,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2018-12-17,6556327,62798,33300.98,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2018-12-24,2456491,26308,15901.82,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2018-12-31,966705,10797,6731.68,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-01-07,601208,8638,4162.2,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-01-14,1377178,12607,9675.81,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-01-21,942956,6828,4621.85,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-01-28,1147334,8353,7247.43,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-02-04,2104752,14483,12856.19,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-02-11,1924762,11835,11691.87,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-02-18,6434482,49662,24493.73,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-02-25,3108252,28078,13325.35,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-03-04,3595232,49390,18647.58,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-03-11,4363018,61967,21624.77,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-03-18,4936361,52286,22174.44,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-03-25,5333700,55399,21210.63,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-04-01,2562842,29198,10387.51,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-04-08,5891554,45038,20350.08,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-04-15,7547225,34733,19412.87,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-04-22,3039365,13219,13947.27,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-04-29,3204012,12757,12582.3,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-05-06,2151826,7247,8997.28,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-05-13,2956291,34000,12717.79,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-05-20,3973120,53992,17114.17,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-05-27,2073531,23653,7471.43,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-06-03,2305243,24087,7910.27,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-06-10,4524131,34312,14391.37,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-06-17,2832166,33719,10564.34,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-06-24,3111237,46906,10154.52,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-07-01,2704748,32403,8197.37,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-07-08,3515446,40091,10575.27,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-07-15,3667295,43724,11454.86,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-07-22,2194184,19298,6726.68,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-07-29,2741155,33962,9871.384899,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-08-05,1940126,37076,6885.9050174,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-08-12,2724946,41327,10065.7556216,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-08-12,231984,0,992.7123788,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-08-12,316157,2346,1408.6541382,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-08-19,2894889,41151,13637.380279,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-08-19,488457,0,1976.6680256,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-08-19,426050,2702,2229.41884047164,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-08-26,2912556,41863,13202.3794426,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-08-26,531468,0,1985.3301188,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-08-26,547904,3548,2464.94614335452,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-09-02,2326296,36149,10507.102816,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-09-02,270904,0,993.154412,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-09-02,467125,3316,2030.40447381528,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-09-09,1734708,26362,8396.0511508,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-09-09,252885,0,1012.325071,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-09-09,343596,3262,1742.90418433692,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-09-16,947852,16064,5326.5638544,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-09-16,251423,0,1011.9774778,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-09-16,399563,5303,2463.39660852162,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-09-23,1678375,29598,10871.5505526,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-09-23,243455,0,1013.202602,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-09-23,24413,207,164.1359574,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-10-07,5778744,106139,31444.6913954,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-10-07,351285,0,1232.0467104,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-10-07,1542123,9533,7824.4241082689,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-10-14,3083455,54467,21383.3372656,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-10-14,658994,0,2200.183468,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-10-14,1388940,8498,7488.45066810176,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-10-21,3850530,56802,25023.8060824,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-10-21,1237739,0,4742.8204136,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-10-21,1193806,7434,6946.0418009987,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-10-28,7150091,41936,40653.8848612,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-10-28,262357,0,1030.5398986,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-11-04,2886736,43728,20381.5290768,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-11-04,691357,0,2526.0396186,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-11-04,1319749,6360,7011.76956927374,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-11-11,2864881,37957,20244.5490824,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-11-11,562449,0,2543.3773832,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-11-11,1225651,5634,8040.57631072626,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-11-18,3815429,62707,30564.4138496,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-11-25,3851752,63525,37074.2397218,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-12-02,2447949,41474,18488.169924,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-12-02,570940,0,2529.5316324,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-12-02,637831,2228,3582.6948622,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-12-09,828810,21400,5200.9885276,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-12-09,444146,0,1776.268727,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-12-09,324721,1309,1908.7820006,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-12-16,3139746,61204,24213.6114516,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-12-16,876338,0,4095.053994,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-12-16,650404,3081,4440.5608599921,
ClientBrand,Paid Social,Meta,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-12-23,12585311,159579,67175.9371914,
ClientBrand,Paid Social,Pinterest,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-12-23,244692,0,1162.2793616,
ClientBrand,Paid Social,Twitter,Unclassified,Traffic,Platform and Fees,EXCLUDING,CTC,2019-12-23,113824,571,639.21467636744,
